Marker	LG	Distance (cM)	Sctg	Position_Sctg
25939_sctg_167_34550	16	55.662	167	34550
25885_sctg_167_260842	16	60.681	167	260842
76782_sctg_430_46252	16	64.441	430	46252
76789_sctg_430_49554	16	64.441	430	49554
76795_sctg_430_52335	16	64.441	430	52335
76806_sctg_430_68646	16	64.441	430	68646
76818_sctg_430_76746	16	64.441	430	76746
59155_sctg_312_107227	16	68.198	312	107227
41513_sctg_227_245414	16	68.198	227	245414
41501_sctg_227_222291	16	68.198	227	222291
41500_sctg_227_216341	16	68.198	227	216341
41496_sctg_227_215146	16	68.198	227	215146
41482_sctg_227_191066	16	68.198	227	191066
41470_sctg_227_176937	16	68.198	227	176937
41466_sctg_227_172419	16	68.198	227	172419
41446_sctg_227_148271	16	68.198	227	148271
41444_sctg_227_147944	16	68.198	227	147944
41443_sctg_227_147824	16	68.198	227	147824
41416_sctg_227_102757	16	68.198	227	102757
41552_sctg_227_84781	16	69.45	227	84781
41460_sctg_227_16820	16	74.472	227	16820
25247_sctg_164_361000	16	75.724	164	361000
25201_sctg_164_309979	16	75.724	164	309979
25172_sctg_164_263718	16	75.724	164	263718
25265_sctg_164_50608	16	79.481	164	50608
25262_sctg_164_50070	16	79.481	164	50070
102059_sctg_766_1990	16	79.481	766	1990
62800_sctg_334_150155	16	80.732	334	150155
62783_sctg_334_134934	16	80.732	334	134934
62780_sctg_334_128226	16	80.732	334	128226
62768_sctg_334_114456	16	80.732	334	114456
62767_sctg_334_114130	16	80.732	334	114130
62868_sctg_334_88353	16	80.732	334	88353
62862_sctg_334_71824	16	80.732	334	71824
62859_sctg_334_66694	16	80.732	334	66694
62842_sctg_334_51337	16	80.732	334	51337
62833_sctg_334_38889	16	80.732	334	38889
62828_sctg_334_25539	16	80.732	334	25539
62826_sctg_334_25159	16	80.732	334	25159
62825_sctg_334_25157	16	80.732	334	25157
62818_sctg_334_18551	16	80.732	334	18551
64719_sctg_348_11364	17	0	348	11364
64754_sctg_348_15521	17	0	348	15521
64780_sctg_348_38999	17	0	348	38999
64788_sctg_348_40986	17	0	348	40986
64794_sctg_348_44655	17	0	348	44655
64814_sctg_348_72764	17	0	348	72764
64822_sctg_348_89828	17	0	348	89828
64713_sctg_348_109312	17	0	348	109312
64728_sctg_348_124098	17	0	348	124098
64729_sctg_348_124742	17	0	348	124742
64731_sctg_348_126842	17	0	348	126842
64733_sctg_348_127357	17	0	348	127357
64743_sctg_348_133756	17	0	348	133756
64752_sctg_348_151727	17	0	348	151727
64769_sctg_348_168043	17	0	348	168043
25553_sctg_1665_1818	17	1.25	1665	1818
79257_sctg_458_31295	17	1.25	458	31295
79255_sctg_458_27789	17	1.31	458	27789
26504_sctg_16_1111549	17	3.752	16	1111549
27076_sctg_16_965856	17	7.956	16	965856
27050_sctg_16_918156	17	10.03	16	918156
27039_sctg_16_907357	17	10.03	16	907357
27033_sctg_16_894269	17	10.03	16	894269
27022_sctg_16_865597	17	10.03	16	865597
27010_sctg_16_835714	17	10.03	16	835714
27009_sctg_16_835711	17	10.03	16	835711
27003_sctg_16_832397	17	10.03	16	832397
26984_sctg_16_807485	17	10.03	16	807485
26973_sctg_16_799241	17	11.28	16	799241
26970_sctg_16_797049	17	11.28	16	797049
26963_sctg_16_795670	17	11.28	16	795670
26905_sctg_16_736072	17	11.28	16	736072
26855_sctg_16_643423	17	16.297	16	643423
26848_sctg_16_617430	17	16.297	16	617430
26842_sctg_16_605416	17	16.297	16	605416
26835_sctg_16_594847	17	16.297	16	594847
26817_sctg_16_573075	17	16.297	16	573075
26796_sctg_16_537722	17	16.297	16	537722
26745_sctg_16_464369	17	16.297	16	464369
26735_sctg_16_456160	17	16.297	16	456160
26722_sctg_16_434195	17	16.297	16	434195
26712_sctg_16_414941	17	16.297	16	414941
26641_sctg_16_302631	17	18.799	16	302631
26631_sctg_16_289622	17	18.799	16	289622
26629_sctg_16_289373	17	18.799	16	289373
26619_sctg_16_277331	17	18.799	16	277331
26613_sctg_16_275226	17	18.799	16	275226
26609_sctg_16_263147	17	18.799	16	263147
26574_sctg_16_210163	17	23.816	16	210163
26570_sctg_16_209814	17	23.816	16	209814
26569_sctg_16_209811	17	23.816	16	209811
26568_sctg_16_209582	17	23.816	16	209582
26563_sctg_16_197098	17	23.816	16	197098
26527_sctg_16_135985	17	23.816	16	135985
26519_sctg_16_120999	17	23.816	16	120999
26939_sctg_16_76075	17	23.816	16	76075
26811_sctg_16_55511	17	23.816	16	55511
20169_sctg_149_23715	17	27.573	149	23715
20291_sctg_149_50875	17	27.573	149	50875
20061_sctg_149_115451	17	27.573	149	115451
20062_sctg_149_115454	17	27.573	149	115454
20093_sctg_149_147905	17	27.573	149	147905
20104_sctg_149_155259	17	27.573	149	155259
20133_sctg_149_188611	17	27.573	149	188611
20142_sctg_149_196725	17	27.573	149	196725
20151_sctg_149_203689	17	27.573	149	203689
20154_sctg_149_204374	17	27.573	149	204374
20237_sctg_149_340566	17	27.573	149	340566
89781_sctg_571_6126	17	27.573	571	6126
89782_sctg_571_6346	17	27.573	571	6346
89771_sctg_571_33131	17	27.573	571	33131
89772_sctg_571_33515	17	27.573	571	33515
46827_sctg_250_122656	17	30.075	250	122656
46856_sctg_250_172100	17	30.075	250	172100
46863_sctg_250_179392	17	30.075	250	179392
50204_sctg_26_36592	17	30.075	26	36592
50269_sctg_26_45933	17	30.075	26	45933
50558_sctg_26_88869	17	30.075	26	88869
50071_sctg_26_109341	17	30.075	26	109341
50148_sctg_26_269599	17	30.255	26	269599
50168_sctg_26_310501	17	34.296	26	310501
50195_sctg_26_335754	17	36.39	26	335754
50317_sctg_26_557722	17	43.986	26	557722
50469_sctg_26_802357	17	46.511	26	802357
50485_sctg_26_812353	17	46.511	26	812353
50503_sctg_26_822171	17	46.511	26	822171
50554_sctg_26_882453	17	46.511	26	882453
18315_sctg_142_60076	17	49.015	142	60076
18324_sctg_142_65577	17	49.015	142	65577
18092_sctg_142_140597	17	51.518	142	140597
18220_sctg_142_349383	17	52.768	142	349383
18222_sctg_142_351902	17	52.768	142	351902
25723_sctg_166_357636	17	52.768	166	357636
25599_sctg_166_148283	17	54.019	166	148283
25586_sctg_166_138105	17	54.019	166	138105
25585_sctg_166_137900	17	54.019	166	137900
25565_sctg_166_119184	17	54.019	166	119184
25561_sctg_166_113830	17	54.019	166	113830
25776_sctg_166_86610	17	54.019	166	86610
25764_sctg_166_62927	17	54.019	166	62927
25763_sctg_166_62924	17	54.019	166	62924
25761_sctg_166_59819	17	54.019	166	59819
69180_sctg_379_9914	17	60.301	379	9914
78132_sctg_445_77737	17	60.301	445	77737
78120_sctg_445_71133	17	60.301	445	71133
78086_sctg_445_31556	17	62.614	445	31556
23131_sctg_158_62123	17	62.614	158	62123
22966_sctg_158_137330	17	62.614	158	137330
22968_sctg_158_145862	17	64.927	158	145862
22971_sctg_158_153631	17	64.927	158	153631
22976_sctg_158_157426	17	64.927	158	157426
61299_sctg_326_13543	18	0	326	13543
61339_sctg_326_30009	18	0	326	30009
61344_sctg_326_32261	18	0	326	32261
61347_sctg_326_32902	18	0	326	32902
61356_sctg_326_37317	18	0	326	37317
61383_sctg_326_90400	18	0	326	90400
61385_sctg_326_94016	18	0	326	94016
61388_sctg_326_99775	18	0	326	99775
61270_sctg_326_100660	18	0	326	100660
61314_sctg_326_158950	18	0	326	158950
61317_sctg_326_160018	18	0	326	160018
37849_sctg_20_86380	18	2.502	20	86380
37350_sctg_20_125470	18	2.502	20	125470
37375_sctg_20_164262	18	2.502	20	164262
37380_sctg_20_177031	18	2.502	20	177031
37383_sctg_20_179669	18	2.502	20	179669
37402_sctg_20_210407	18	4.387	20	210407
37493_sctg_20_387422	18	6.275	20	387422
37522_sctg_20_427110	18	7.53	20	427110
37523_sctg_20_427113	18	7.53	20	427113
37555_sctg_20_460280	18	7.53	20	460280
37650_sctg_20_583510	18	10.033	20	583510
37662_sctg_20_595801	18	10.033	20	595801
37668_sctg_20_601486	18	10.033	20	601486
37736_sctg_20_710430	18	10.033	20	710430
37775_sctg_20_771553	18	10.033	20	771553
37836_sctg_20_850647	18	13.791	20	850647
37839_sctg_20_851930	18	13.791	20	851930
37855_sctg_20_874117	18	15.042	20	874117
37873_sctg_20_915599	18	15.042	20	915599
37881_sctg_20_932300	18	15.042	20	932300
37902_sctg_20_951982	18	15.042	20	951982
37906_sctg_20_952660	18	15.042	20	952660
37913_sctg_20_961430	18	15.042	20	961430
37914_sctg_20_961433	18	15.042	20	961433
37313_sctg_20_1045326	18	16.297	20	1045326
37328_sctg_20_1059283	18	21.32	20	1059283
37336_sctg_20_1076751	18	21.32	20	1076751
37341_sctg_20_1081148	18	21.32	20	1081148
37342_sctg_20_1081151	18	21.32	20	1081151
50005_sctg_269_54387	18	21.32	269	54387
50035_sctg_269_94936	18	21.32	269	94936
49957_sctg_269_166043	18	21.32	269	166043
49983_sctg_269_205655	18	21.32	269	205655
34892_sctg_199_29039	18	21.32	199	29039
34930_sctg_199_59361	18	21.32	199	59361
34937_sctg_199_68396	18	21.32	199	68396
34963_sctg_199_87742	18	21.32	199	87742
34799_sctg_199_147506	18	22.571	199	147506
34806_sctg_199_172470	18	22.571	199	172470
34809_sctg_199_173636	18	22.571	199	173636
34811_sctg_199_174414	18	22.571	199	174414
34820_sctg_199_195220	18	22.571	199	195220
34855_sctg_199_243494	18	22.571	199	243494
34874_sctg_199_271254	18	22.571	199	271254
87350_sctg_53_32110	18	22.571	53	32110
87640_sctg_53_94644	18	22.571	53	94644
87366_sctg_53_351423	18	22.571	53	351423
87368_sctg_53_353539	18	22.571	53	353539
87437_sctg_53_452163	18	23.822	53	452163
87456_sctg_53_497093	18	27.583	53	497093
87466_sctg_53_510201	18	27.583	53	510201
87573_sctg_53_690286	18	30.102	53	690286
87545_sctg_53_656048	18	31.24	53	656048
70474_sctg_388_51227	18	38.689	388	51227
70475_sctg_388_51230	18	38.689	388	51230
16743_sctg_139_436721	18	38.689	139	436721
16728_sctg_139_414081	18	38.689	139	414081
16725_sctg_139_410650	18	38.689	139	410650
16724_sctg_139_410418	18	38.689	139	410418
16709_sctg_139_392212	18	38.689	139	392212
16688_sctg_139_347703	18	38.689	139	347703
16680_sctg_139_339276	18	38.689	139	339276
16673_sctg_139_331927	18	38.689	139	331927
16668_sctg_139_320622	18	38.689	139	320622
16667_sctg_139_320330	18	38.689	139	320330
16663_sctg_139_311199	18	38.689	139	311199
16600_sctg_139_192690	18	38.689	139	192690
16597_sctg_139_177777	18	38.689	139	177777
16560_sctg_139_123313	18	39.94	139	123313
16555_sctg_139_116750	18	39.94	139	116750
16544_sctg_139_107513	18	40.715	139	107513
16749_sctg_139_46971	18	42.744	139	46971
42467_sctg_22_963759	18	43.996	22	963759
42457_sctg_22_943010	18	43.996	22	943010
42436_sctg_22_911737	18	46.501	22	911737
42403_sctg_22_860590	18	50.26	22	860590
42376_sctg_22_840880	18	50.26	22	840880
42374_sctg_22_840227	18	50.26	22	840227
42364_sctg_22_818634	18	50.26	22	818634
42323_sctg_22_774176	18	50.26	22	774176
42320_sctg_22_772525	18	50.26	22	772525
42305_sctg_22_758605	18	51.518	22	758605
42088_sctg_22_426222	18	62.973	22	426222
41993_sctg_22_261033	18	62.973	22	261033
41991_sctg_22_260142	18	62.973	22	260142
41975_sctg_22_221882	18	62.973	22	221882
41974_sctg_22_221799	18	62.973	22	221799
41967_sctg_22_210203	18	62.973	22	210203
41953_sctg_22_140708	18	64.223	22	140708
41935_sctg_22_132116	18	64.223	22	132116
41934_sctg_22_132113	18	64.223	22	132113
42176_sctg_22_57998	18	64.223	22	57998
96372_sctg_66_176332	18	64.223	66	176332
96373_sctg_66_176334	18	64.223	66	176334
96386_sctg_66_209288	18	64.223	66	209288
96392_sctg_66_222957	18	64.223	66	222957
96396_sctg_66_236990	18	64.223	66	236990
96397_sctg_66_240269	18	64.223	66	240269
96431_sctg_66_275750	18	64.223	66	275750
96468_sctg_66_317604	18	65.475	66	317604
96471_sctg_66_330862	18	66.731	66	330862
96511_sctg_66_397586	18	67.988	66	397586
96547_sctg_66_420853	18	69.243	66	420853
96620_sctg_66_516963	18	69.243	66	516963
96697_sctg_66_611499	18	74.813	66	611499
61647_sctg_328_7885	19	0	328	7885
61569_sctg_328_12792	19	0	328	12792
61570_sctg_328_12795	19	0	328	12795
61572_sctg_328_13064	19	0	328	13064
61578_sctg_328_13525	19	0	328	13525
61615_sctg_328_31051	19	0	328	31051
61625_sctg_328_49753	19	0	328	49753
61632_sctg_328_55708	19	0	328	55708
61650_sctg_328_92358	19	0	328	92358
61559_sctg_328_114708	19	0	328	114708
61573_sctg_328_131042	19	0	328	131042
66279_sctg_359_26105	19	0	359	26105
66284_sctg_359_33245	19	0	359	33245
88193_sctg_54_558572	19	0	54	558572
88068_sctg_54_344914	19	5.024	54	344914
88067_sctg_54_344912	19	5.024	54	344912
87977_sctg_54_191325	19	10.052	54	191325
87973_sctg_54_185780	19	10.052	54	185780
88173_sctg_54_52953	19	10.052	54	52953
85571_sctg_514_58845	19	10.052	514	58845
85577_sctg_514_62701	19	10.052	514	62701
64253_sctg_343_170332	19	12.566	343	170332
64248_sctg_343_159439	19	13.825	343	159439
64230_sctg_343_136861	19	13.825	343	136861
64229_sctg_343_136858	19	13.825	343	136858
64220_sctg_343_111852	19	13.825	343	111852
64306_sctg_343_99943	19	13.825	343	99943
64297_sctg_343_93701	19	13.825	343	93701
64294_sctg_343_91705	19	13.825	343	91705
64290_sctg_343_89040	19	13.825	343	89040
64283_sctg_343_87219	19	13.825	343	87219
64262_sctg_343_49164	19	13.825	343	49164
10576_sctg_121_13178	19	16.333	121	13178
10598_sctg_121_159635	19	17.589	121	159635
10610_sctg_121_172762	19	17.589	121	172762
10614_sctg_121_175152	19	17.589	121	175152
10621_sctg_121_181555	19	17.589	121	181555
10625_sctg_121_184618	19	17.589	121	184618
10655_sctg_121_203826	19	17.589	121	203826
10659_sctg_121_209203	19	17.589	121	209203
10676_sctg_121_240847	19	18.843	121	240847
10717_sctg_121_305177	19	21.349	121	305177
10728_sctg_121_324266	19	21.349	121	324266
10737_sctg_121_334955	19	21.349	121	334955
10779_sctg_121_393870	19	21.349	121	393870
10785_sctg_121_409851	19	21.349	121	409851
44724_sctg_240_120298	19	30.053	240	120298
62960_sctg_335_6889	19	31.491	335	6889
66646_sctg_35_44459	19	35.273	35	44459
66961_sctg_35_94945	19	35.273	35	94945
66964_sctg_35_97583	19	35.273	35	97583
66365_sctg_35_115307	19	35.273	35	115307
66502_sctg_35_291966	19	35.273	35	291966
66526_sctg_35_309540	19	35.273	35	309540
66712_sctg_35_535357	19	35.273	35	535357
66738_sctg_35_563863	19	35.273	35	563863
66795_sctg_35_646551	19	37.78	35	646551
66824_sctg_35_673031	19	39.851	35	673031
66933_sctg_35_856040	19	44.045	35	856040
91080_sctg_592_14334	19	44.045	592	14334
67543_sctg_367_148015	19	45.907	367	148015
73531_sctg_402_83029	19	50.116	402	83029
45544_sctg_245_203400	19	50.916	245	203400
45553_sctg_245_226432	19	52.71	245	226432
45487_sctg_245_123833	19	52.71	245	123833
45608_sctg_245_87680	19	53.624	245	87680
26015_sctg_1687_1496	19	53.624	1687	1496
107878_sctg_88_139804	19	58.444	88	139804
107906_sctg_88_180194	19	58.444	88	180194
107941_sctg_88_233481	19	58.444	88	233481
107973_sctg_88_265717	19	58.444	88	265717
108070_sctg_88_447503	19	58.444	88	447503
108072_sctg_88_449354	19	58.444	88	449354
108088_sctg_88_475291	19	58.444	88	475291
108128_sctg_88_535102	19	58.444	88	535102
108129_sctg_88_535293	19	58.444	88	535293
108136_sctg_88_546248	19	58.444	88	546248
108143_sctg_88_560910	19	58.444	88	560910
51636_sctg_278_179223	19	59.695	278	179223
51635_sctg_278_178951	19	59.695	278	178951
51710_sctg_278_91550	19	64.712	278	91550
51663_sctg_278_38013	19	64.712	278	38013
51654_sctg_278_26648	19	64.712	278	26648
51653_sctg_278_26330	19	64.712	278	26330
51598_sctg_278_12374	19	64.712	278	12374
85897_sctg_51_307943	19	65.963	51	307943
85910_sctg_51_330274	19	65.963	51	330274
85919_sctg_51_351540	19	65.963	51	351540
85921_sctg_51_351734	19	65.963	51	351734
85936_sctg_51_370226	19	68.465	51	370226
85937_sctg_51_370402	19	68.465	51	370402
85943_sctg_51_380534	19	68.465	51	380534
86089_sctg_51_672924	19	74.748	51	672924
86127_sctg_51_750009	19	74.748	51	750009
86148_sctg_51_781120	19	74.748	51	781120
78969_sctg_453_36213	19	75.998	453	36213
78970_sctg_453_36365	19	75.998	453	36365
78994_sctg_453_53265	19	75.998	453	53265
78996_sctg_453_54544	19	75.998	453	54544
79005_sctg_453_60120	19	75.998	453	60120
22141_sctg_154_384418	19	75.998	154	384418
22004_sctg_154_121735	19	78.5	154	121735
21993_sctg_154_105858	19	78.5	154	105858
22192_sctg_154_70201	19	78.5	154	70201
22191_sctg_154_70198	19	78.5	154	70198
22055_sctg_154_21988	19	78.5	154	21988
22030_sctg_154_19184	19	78.5	154	19184
90957_sctg_58_655081	20	0	58	655081
90955_sctg_58_645754	20	0	58	645754
90950_sctg_58_643208	20	0	58	643208
90944_sctg_58_623938	20	0	58	623938
90943_sctg_58_623516	20	0	58	623516
90942_sctg_58_623427	20	0	58	623427
90939_sctg_58_622270	20	0	58	622270
90919_sctg_58_597892	20	0	58	597892
90909_sctg_58_583379	20	0	58	583379
90806_sctg_58_472431	20	1.25	58	472431
90777_sctg_58_435053	20	1.25	58	435053
90748_sctg_58_386132	20	2.501	58	386132
90736_sctg_58_377396	20	2.501	58	377396
90644_sctg_58_244734	20	11.343	58	244734
90638_sctg_58_237485	20	11.343	58	237485
90620_sctg_58_192381	20	11.343	58	192381
90616_sctg_58_184178	20	11.343	58	184178
90601_sctg_58_167375	20	11.343	58	167375
90597_sctg_58_162861	20	11.343	58	162861
90590_sctg_58_154333	20	11.343	58	154333
34037_sctg_195_103613	20	12.595	195	103613
34047_sctg_195_127816	20	12.595	195	127816
65576_sctg_351_56897	20	16.354	351	56897
75029_sctg_418_6373	20	20.113	418	6373
75040_sctg_418_9234	20	20.113	418	9234
74990_sctg_418_10475	20	20.113	418	10475
75006_sctg_418_15263	20	20.113	418	15263
75009_sctg_418_26817	20	20.113	418	26817
74998_sctg_418_110967	20	20.113	418	110967
44653_sctg_23_91631	20	20.113	23	91631
44670_sctg_23_93411	20	20.113	23	93411
44076_sctg_23_100994	20	20.113	23	100994
44139_sctg_23_202922	20	25.13	23	202922
44166_sctg_23_237604	20	25.13	23	237604
44211_sctg_23_274404	20	25.78	23	274404
44273_sctg_23_358133	20	26.38	23	358133
44274_sctg_23_358654	20	26.38	23	358654
44281_sctg_23_376598	20	26.42	23	376598
44326_sctg_23_421550	20	30.898	23	421550
44456_sctg_23_628980	20	31.398	23	628980
44458_sctg_23_630645	20	31.398	23	630645
44465_sctg_23_632137	20	31.398	23	632137
44468_sctg_23_643301	20	31.398	23	643301
44477_sctg_23_652320	20	31.398	23	652320
44481_sctg_23_654213	20	31.398	23	654213
44488_sctg_23_658199	20	31.398	23	658199
44501_sctg_23_668570	20	31.398	23	668570
44513_sctg_23_694007	20	31.998	23	694007
44595_sctg_23_801568	20	33.901	23	801568
44607_sctg_23_828655	20	34.55	23	828655
44639_sctg_23_893666	20	35.155	23	893666
44083_sctg_23_1027340	20	37.66	23	1027340
44084_sctg_23_1027343	20	37.66	23	1027343
73571_sctg_403_39962	20	37.66	403	39962
73599_sctg_403_95745	20	38.911	403	95745
34605_sctg_198_11151	20	41.414	198	11151
34736_sctg_198_41556	20	41.414	198	41556
34750_sctg_198_65260	20	41.414	198	65260
34779_sctg_198_99022	20	41.414	198	99022
34599_sctg_198_105654	20	41.414	198	105654
34600_sctg_198_105657	20	41.414	198	105657
34601_sctg_198_105978	20	41.414	198	105978
34624_sctg_198_157341	20	41.414	198	157341
34700_sctg_198_281746	20	42.664	198	281746
34701_sctg_198_281749	20	42.664	198	281749
34706_sctg_198_283520	20	42.664	198	283520
34715_sctg_198_304996	20	42.664	198	304996
109543_sctg_900_2603	20	42.664	900	2603
11395_sctg_123_439122	20	42.664	123	439122
11387_sctg_123_422666	20	42.664	123	422666
11381_sctg_123_419407	20	42.664	123	419407
11352_sctg_123_374889	20	42.664	123	374889
11296_sctg_123_294425	20	45.166	123	294425
11264_sctg_123_258631	20	45.166	123	258631
11210_sctg_123_149625	20	45.166	123	149625
11452_sctg_123_98710	20	45.166	123	98710
11439_sctg_123_71408	20	45.166	123	71408
11329_sctg_123_34462	20	45.166	123	34462
11327_sctg_123_34211	20	45.166	123	34211
11326_sctg_123_33717	20	45.166	123	33717
11194_sctg_123_11854	20	45.166	123	11854
11428_sctg_123_5737	20	45.166	123	5737
62559_sctg_332_136225	20	46.417	332	136225
62554_sctg_332_132642	20	46.417	332	132642
62553_sctg_332_132375	20	46.417	332	132375
62630_sctg_332_74479	20	52.7	332	74479
62628_sctg_332_69736	20	52.7	332	69736
62627_sctg_332_69733	20	52.7	332	69733
62626_sctg_332_65308	20	52.7	332	65308
5836_sctg_10_126183	20	57.717	10	126183
5929_sctg_10_290801	20	60.218	10	290801
5935_sctg_10_293119	20	60.218	10	293119
5975_sctg_10_362126	20	60.218	10	362126
6002_sctg_10_380531	20	60.218	10	380531
6003_sctg_10_380534	20	60.218	10	380534
6055_sctg_10_450906	20	60.218	10	450906
6073_sctg_10_502584	20	60.218	10	502584
6085_sctg_10_527055	20	61.469	10	527055
6153_sctg_10_626071	20	63.971	10	626071
6173_sctg_10_649848	20	63.971	10	649848
6176_sctg_10_650289	20	63.971	10	650289
6201_sctg_10_683764	20	63.971	10	683764
6216_sctg_10_712076	20	63.971	10	712076
6326_sctg_10_876584	20	74.116	10	876584
5815_sctg_10_1232462	20	79.14	10	1232462
42748_sctg_231_48307	20	80.39	231	48307
42768_sctg_231_66421	20	80.39	231	66421
42786_sctg_231_78955	20	80.39	231	78955
42789_sctg_231_80944	20	80.39	231	80944
42793_sctg_231_81329	20	80.39	231	81329
42803_sctg_231_98339	20	80.99	231	98339
42716_sctg_231_251588	20	81.769	231	251588
110020_sctg_913_9113	21	0	913	9113
33166_sctg_190_286150	21	0	190	286150
33176_sctg_190_316498	21	0	190	316498
33178_sctg_190_318017	21	0	190	318017
68971_sctg_377_8137	21	0	377	8137
68975_sctg_377_8641	21	0	377	8641
68907_sctg_377_10047	21	0	377	10047
68972_sctg_377_85070	21	0	377	85070
82859_sctg_496_34401	21	0	496	34401
91066_sctg_591_3657	21	0	591	3657
27260_sctg_170_263078	21	1.251	170	263078
27242_sctg_170_238867	21	1.251	170	238867
27229_sctg_170_231673	21	3.753	170	231673
27227_sctg_170_220755	21	3.753	170	220755
27202_sctg_170_176909	21	10.036	170	176909
27149_sctg_170_125235	21	10.036	170	125235
27343_sctg_170_90047	21	10.036	170	90047
27339_sctg_170_81537	21	10.036	170	81537
27272_sctg_170_28781	21	11.289	170	28781
27315_sctg_170_4106	21	11.289	170	4106
110951_sctg_93_349053	21	15.05	93	349053
110906_sctg_93_267671	21	15.05	93	267671
110897_sctg_93_247708	21	15.05	93	247708
110877_sctg_93_220134	21	16.3	93	220134
110858_sctg_93_194356	21	16.3	93	194356
110857_sctg_93_194067	21	16.3	93	194067
110854_sctg_93_193255	21	16.3	93	193255
48150_sctg_25_18790	21	21.317	25	18790
48196_sctg_25_25427	21	21.317	25	25427
48198_sctg_25_25628	21	21.317	25	25628
48235_sctg_25_30669	21	22.569	25	30669
48445_sctg_25_63323	21	23.821	25	63323
48446_sctg_25_63546	21	23.821	25	63546
48363_sctg_25_489110	21	36.592	25	489110
48465_sctg_25_661537	21	36.592	25	661537
48472_sctg_25_669201	21	36.592	25	669201
48494_sctg_25_699583	21	36.592	25	699583
48694_sctg_25_990256	21	42.879	25	990256
48696_sctg_25_990633	21	42.879	25	990633
48708_sctg_25_999763	21	42.879	25	999763
19769_sctg_147_80687	21	44.133	147	80687
19580_sctg_147_250459	21	45.386	147	250459
19720_sctg_147_401661	21	45.386	147	401661
21133_sctg_150_248283	21	45.386	150	248283
21122_sctg_150_234636	21	45.386	150	234636
21076_sctg_150_115077	21	45.386	150	115077
21265_sctg_150_76232	21	51.68	150	76232
84805_sctg_506_20338	21	57.974	506	20338
84816_sctg_506_40448	21	57.974	506	40448
38486_sctg_213_113508	21	57.974	213	113508
38497_sctg_213_118769	21	57.974	213	118769
38507_sctg_213_132523	21	57.974	213	132523
38528_sctg_213_176487	21	57.974	213	176487
38561_sctg_213_235504	21	64.279	213	235504
95259_sctg_643_18456	21	64.279	643	18456
84755_sctg_504_66331	21	70.591	504	66331
84756_sctg_504_66334	21	70.591	504	66334
70373_sctg_387_19083	21	70.591	387	19083
100310_sctg_72_113974	21	76.89	72	113974
100323_sctg_72_128783	21	76.89	72	128783
100335_sctg_72_147014	21	76.89	72	147014
100345_sctg_72_148329	21	76.89	72	148329
100438_sctg_72_298911	21	76.89	72	298911
100581_sctg_72_510788	21	86.915	72	510788
100650_sctg_72_656985	21	88.328	72	656985
50612_sctg_270_107844	21	88.328	270	107844
59088_sctg_311_148709	21	91.501	311	148709
14456_sctg_131_296024	21	94.666	131	296024
14450_sctg_131_290931	21	94.666	131	290931
14370_sctg_131_166567	21	95.932	131	166567
14575_sctg_131_79483	21	104.798	131	79483
14437_sctg_131_26734	21	104.798	131	26734
22321_sctg_155_245699	21	109.815	155	245699
22315_sctg_155_244162	21	109.815	155	244162
22275_sctg_155_168624	21	109.815	155	168624
22255_sctg_155_148171	21	109.815	155	148171
22240_sctg_155_134679	21	109.815	155	134679
22370_sctg_155_34988	21	112.317	155	34988
22369_sctg_155_34794	21	112.317	155	34794
104904_sctg_812_7206	21	115.986	812	7206
21013_sctg_14_930100	21	123.397	14	930100
20353_sctg_14_1027903	21	128.858	14	1027903
20368_sctg_14_1053311	21	128.858	14	1053311
20418_sctg_14_1117518	21	128.858	14	1117518
20422_sctg_14_1118887	21	128.858	14	1118887
20426_sctg_14_1119952	21	128.858	14	1119952
20432_sctg_14_1121353	21	128.858	14	1121353
77181_sctg_437_27697	22	0	437	27697
77183_sctg_437_39361	22	0	437	39361
24633_sctg_162_18696	22	2.82	162	18696
24743_sctg_162_37760	22	2.82	162	37760
24772_sctg_162_67524	22	2.82	162	67524
24773_sctg_162_67973	22	2.82	162	67973
24576_sctg_162_100984	22	2.82	162	100984
24577_sctg_162_101441	22	2.82	162	101441
24599_sctg_162_131777	22	4.07	162	131777
24667_sctg_162_234946	22	4.07	162	234946
24676_sctg_162_249409	22	4.07	162	249409
24678_sctg_162_252043	22	4.07	162	252043
24679_sctg_162_252046	22	4.07	162	252046
24696_sctg_162_269665	22	4.07	162	269665
24744_sctg_162_378178	22	4.07	162	378178
96102_sctg_65_50643	22	8.402	65	50643
95925_sctg_65_113116	22	10.332	65	113116
95951_sctg_65_151448	22	14.208	65	151448
95979_sctg_65_228622	22	14.208	65	228622
29352_sctg_179_264265	22	32.531	179	264265
29376_sctg_179_294740	22	32.531	179	294740
29382_sctg_179_309215	22	32.531	179	309215
29384_sctg_179_312407	22	32.531	179	312407
29388_sctg_179_315120	22	32.531	179	315120
29424_sctg_179_365306	22	32.531	179	365306
75960_sctg_423_77377	22	33.79	423	77377
106407_sctg_84_386369	22	36.302	84	386369
106389_sctg_84_347356	22	36.302	84	347356
106311_sctg_84_222128	22	37.558	84	222128
106308_sctg_84_221767	22	37.558	84	221767
106303_sctg_84_219709	22	37.558	84	219709
106302_sctg_84_219706	22	37.558	84	219706
106273_sctg_84_168922	22	38.808	84	168922
106264_sctg_84_148370	22	38.808	84	148370
106247_sctg_84_128004	22	41.31	84	128004
106231_sctg_84_108128	22	41.31	84	108128
86429_sctg_528_33487	22	41.31	528	33487
